NU_ANO_EDICAO;CO_CURSO;NO_AREA;DS_MODALIDADE;VL_NOTA_BRUTA_FG;VL_NOTA_BRUTA_CE;VL_NOTA_ENADE_CONTINUO
2016;1039255;BIOMEDICINA;Educação Presencial;44.833332062000;45.966667175000;2.604200000000
2016;10394;ENFERMAGEM;Educação Presencial;40.094444275000;39.111110687000;1.914100000000
2016;103950;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;38.357723236000;41.478862762000;2.038000000000
2016;103956;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;40.866668701000;34.116668701000;1.547200000000
2016;104051;ENFERMAGEM;Educação Presencial;37.510868073000;39.686958313000;1.889400000000
2016;104096;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;39.444999695000;42.509998322000;2.061700000000
2016;104154;FISIOTERAPIA;Educação Presencial;40.553333282000;34.373332977000;2.087500000000
2016;104158;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;41.968750000000;45.728126526000;2.671800000000
2016;104180;ENFERMAGEM;Educação Presencial;41.389472961000;40.205265045000;2.075100000000
2016;1042084;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;43.229545593000;46.681819916000;2.832600000000
2016;10423;MEDICINA VETERINÁRIA;Educação Presencial;42.953845978000;44.684616089000;1.805700000000
2016;104250;NUTRIÇÃO;Educação Presencial;39.710258484000;39.207691193000;1.454100000000
2016;104252;ENFERMAGEM;Educação Presencial;35.894119263000;33.215194702000;1.139800000000
2016;104259;SERVIÇO SOCIAL;Educação Presencial;44.212501526000;57.168750763000;3.094400000000
2016;1042668;ODONTOLOGIA;Educação Presencial;38.881393433000;53.897674561000;1.724600000000
2016;104272;BIOMEDICINA;Educação Presencial;44.125999451000;32.110000610000;1.039500000000
2016;104276;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;32.935417175000;33.847915649000;0.853000000000
2016;1043;ENFERMAGEM;Educação Presencial;46.275001526000;47.674999237000;3.041500000000
2016;104306;ENFERMAGEM;Educação Presencial;43.662498474000;41.754165649000;2.317700000000
2016;104308;FARMÁCIA;Educação Presencial;38.032001495000;44.655998230000;1.526400000000
2016;104312;FISIOTERAPIA;Educação Presencial;38.007694244000;28.215385437000;1.330800000000
2016;104356;ZOOTECNIA;Educação Presencial;38.066665649000;30.733333588000;1.248100000000
2016;104364;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;58.666667938000;54.233333588000;4.302800000000
2016;104366;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;43.366664886000;47.500000000000;2.931700000000
2016;104382;FISIOTERAPIA;Educação Presencial;34.465385437000;33.090385437000;1.736900000000
2016;1043865;BIOMEDICINA;Educação Presencial;44.088634491000;37.937500000000;1.685700000000
2016;1044438;BIOMEDICINA;Educação Presencial;38.612499237000;38.799999237000;1.587800000000
2016;104444;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;;;
2016;104478;ENFERMAGEM;Educação Presencial;35.998012543000;34.587417603000;1.290700000000
2016;104480;NUTRIÇÃO;Educação Presencial;41.375221252000;40.280532837000;1.599600000000
2016;1044865;ENFERMAGEM;Educação Presencial;39.684413910000;37.944156647000;1.775000000000
2016;104494;FISIOTERAPIA;Educação Presencial;35.605556488000;27.700000763000;1.191500000000
2016;104532;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;55.634544373000;55.314544678000;4.364700000000
2016;104534;ENFERMAGEM;Educação Presencial;41.345001221000;37.215000153000;1.752300000000
2016;1045356;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;53.066665649000;50.700000763000;4.346300000000
2016;104536;FARMÁCIA;Educação Presencial;43.213462830000;50.140384674000;2.252500000000
2016;104538;ODONTOLOGIA;Educação Presencial;43.619998932000;56.490001678000;2.174700000000
2016;1045497;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;27.579999924000;32.551998138000;0.575300000000
2016;1045684;ODONTOLOGIA;Educação Presencial;50.403846741000;65.003845215000;3.311400000000
2016;104584;FARMÁCIA;Educação Presencial;55.347827911000;60.856521606000;3.742200000000
2016;104600;ENFERMAGEM;Educação Presencial;34.822727203000;28.822727203000;0.631800000000
2016;104604;NUTRIÇÃO;Educação Presencial;34.500000000000;47.409091949000;1.967900000000
2016;104606;FARMÁCIA;Educação Presencial;38.951850891000;48.403701782000;1.929900000000
2016;104608;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;35.820690155000;40.765518188000;2.246000000000
2016;1046339;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;35.900001526000;41.380001068000;1.927900000000
2016;104648;ENFERMAGEM;Educação Presencial;34.633331299000;32.825000763000;1.055600000000
2016;1046734;ENFERMAGEM;Educação Presencial;55.500000000000;51.549999237000;3.767000000000
2016;1046782;BIOMEDICINA;Educação Presencial;60.966667175000;38.033332825000;2.293400000000
2016;1046925;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;37.990909576000;35.354545593000;1.208400000000
2016;1047074;SERVIÇO SOCIAL;Educação Presencial;42.087501526000;38.658332825000;1.635800000000
2016;1047078;ENFERMAGEM;Educação Presencial;42.061111450000;37.549999237000;1.812200000000
2016;1047194;SERVIÇO SOCIAL;Educação Presencial;43.260002136000;36.099998474000;1.485400000000
2016;1168037;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;38.686668396000;42.433334351000;2.025300000000
2016;1168059;MEDICINA VETERINÁRIA;Educação Presencial;51.347434998000;51.552562714000;3.077300000000
2016;116816;ENFERMAGEM;Educação Presencial;38.500000000000;49.463634491000;2.973200000000
2016;1168209;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;46.849998474000;47.189285278000;2.935300000000
2016;1168449;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;44.855556488000;47.877777100000;3.056500000000
2016;1168451;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;42.154052734000;44.613513947000;3.044800000000
2016;1168453;AGRONOMIA;Educação Presencial;47.446666718000;59.846668243000;2.642400000000
2016;1168551;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;56.750000000000;48.974998474000;3.649900000000
2016;1168553;SERVIÇO SOCIAL;Educação Presencial;33.097316742000;44.336242676000;1.746700000000
2016;1168609;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;43.189189911000;46.599998474000;3.361900000000
2016;116866;FARMÁCIA;Educação Presencial;51.064704895000;50.500000000000;2.565500000000
2016;1168779;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;47.985000610000;53.020000458000;3.752200000000
2016;116904;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;45.356521606000;47.178260803000;2.976700000000
2016;116914;FARMÁCIA;Educação Presencial;53.091304779000;60.019565582000;3.579600000000
2016;1169189;AGRONOMIA;Educação Presencial;49.132259369000;66.896774292000;3.484400000000
2016;116926;AGRONOMIA;Educação Presencial;62.033332825000;64.953330994000;3.778700000000
2016;1169423;MEDICINA VETERINÁRIA;Educação Presencial;47.876922607000;43.433334351000;1.822600000000
2016;116946;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;44.939998627000;49.206665039000;3.191400000000
2016;1169508;SERVIÇO SOCIAL;Educação Presencial;40.619354248000;42.203224182000;1.849700000000
2016;116976;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;29.866666794000;42.866664886000;1.489400000000
2016;116986;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;44.582221985000;49.279998779000;3.185100000000
2016;1170031;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação a Distância;36.542602539000;42.643196106000;1.978700000000
2016;117010;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;40.012500763000;40.481250763000;1.991900000000
2016;1170114;SERVIÇO SOCIAL;Educação a Distância;34.529186249000;38.466289520000;1.357700000000
2016;117018;FARMÁCIA;Educação Presencial;45.885185242000;50.044445038000;2.337400000000
2016;1170278;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;38.040000916000;43.473335266000;2.712700000000
2016;1170432;SERVIÇO SOCIAL;Educação a Distância;36.140296936000;47.337314606000;2.077400000000
2016;1170490;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;38.616176605000;47.627941132000;2.625800000000
2016;117050;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;47.116664886000;52.165382385000;3.618900000000
2016;117054;SERVIÇO SOCIAL;Educação a Distância;33.589321136000;40.413269043000;1.470500000000
2016;117070;ZOOTECNIA;Educação Presencial;53.500000000000;44.141666412000;3.166100000000
2016;1170798;ENFERMAGEM;Educação Presencial;42.153732300000;47.108955383000;2.842600000000
2016;117106;ENFERMAGEM;Educação Presencial;35.844341278000;37.322643280000;1.579500000000
2016;1171422;NUTRIÇÃO;Educação Presencial;42.590244293000;48.470729828000;2.326800000000
2016;1171586;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;44.841026306000;50.597434998000;3.346200000000
2016;117162;ENFERMAGEM;Educação Presencial;38.818519592000;37.040740967000;1.648900000000
2016;117176;ENFERMAGEM;Educação Presencial;36.380767822000;39.623077393000;1.844700000000
2016;11718;FISIOTERAPIA;Educação Presencial;47.196666718000;37.321666718000;2.638200000000
2016;11719;ENFERMAGEM;Educação Presencial;40.549999237000;43.318031311000;2.381400000000
2016;1171957;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;38.796154022000;47.796154022000;3.339100000000
2016;1171961;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;41.664707184000;58.047058105000;4.169600000000
2016;117205;BIOMEDICINA;Educação Presencial;47.397144318000;42.891429901000;2.353200000000
2016;1172141;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;38.439285278000;53.117858887000;3.334800000000
2016;117218;BIOMEDICINA;Educação Presencial;53.221427917000;42.328571320000;2.496700000000
2016;1172333;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;39.433334351000;42.504165649000;1.899800000000
2016;117242;BIOMEDICINA;Educação Presencial;36.931579590000;31.161403656000;0.679600000000
2016;117259;ENFERMAGEM;Educação Presencial;45.712501526000;46.995834351000;2.949700000000
2016;1172591;BIOMEDICINA;Educação Presencial;50.006122589000;45.038776398000;2.684100000000
2016;11727;FONOAUDIOLOGIA;Educação Presencial;47.708106995000;56.302703857000;2.414800000000
2016;117278;MEDICINA VETERINÁRIA;Educação Presencial;45.115730286000;47.056179047000;2.216500000000
2016;117282;ENFERMAGEM;Educação Presencial;39.059017181000;41.283607483000;2.112900000000
2016;117284;SERVIÇO SOCIAL;Educação Presencial;39.827419281000;50.233871460000;2.422700000000
2016;117292;MEDICINA VETERINÁRIA;Educação Presencial;40.684616089000;43.146152496000;1.505900000000
2016;117308;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;44.185184479000;43.377777100000;2.494300000000
2016;11731;ODONTOLOGIA;Educação Presencial;54.861469269000;57.650459290000;2.731200000000
2016;117310;SERVIÇO SOCIAL;Educação Presencial;43.221794128000;56.823078156000;3.034000000000
2016;117312;ENFERMAGEM;Educação Presencial;33.830001831000;36.779998779000;1.453700000000
2016;1173137;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;35.337501526000;39.226562500000;1.332800000000
2016;117334;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;31.581052780000;40.847366333000;1.687500000000
2016;117337;ENFERMAGEM;Educação Presencial;43.011322021000;48.673583984000;3.039400000000
2016;117344;BIOMEDICINA;Educação Presencial;44.296550751000;38.758621216000;1.784300000000
2016;117420;NUTRIÇÃO;Educação Presencial;51.190475464000;50.690475464000;2.799800000000
2016;1174478;FONOAUDIOLOGIA;Educação Presencial;42.037498474000;55.162498474000;2.045100000000
2016;24821;FARMÁCIA;Educação Presencial;40.542858124000;53.814285278000;2.521800000000
2016;2500005;SERVIÇO SOCIAL;Educação Presencial;31.061538696000;45.434616089000;1.757800000000
2016;2500022;ENFERMAGEM;Educação Presencial;34.503570557000;36.682144165000;1.465700000000
2016;2500102;ODONTOLOGIA;Educação Presencial;38.716667175000;57.983333588000;2.136900000000
2016;2535;MEDICINA VETERINÁRIA;Educação Presencial;54.618366241000;54.971427917000;3.675400000000
2016;2536;AGRONOMIA;Educação Presencial;54.429164886000;70.156250000000;4.051700000000
2016;2544;FISIOTERAPIA;Educação Presencial;62.133331299000;59.991664886000;5.000000000000
2016;26611;ENFERMAGEM;Educação Presencial;54.703334808000;55.477775574000;4.162400000000
2016;2694;ODONTOLOGIA;Educação Presencial;53.736709595000;65.296203613000;3.471100000000
2016;2695;MEDICINA;Educação Presencial;64.092453003000;73.510375977000;3.716400000000
2016;2701;ENFERMAGEM;Educação Presencial;58.099998474000;56.245944977000;4.358800000000
2016;28072;ENFERMAGEM;Educação Presencial;51.239997864000;45.799999237000;3.006400000000
2016;300635;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;58.016666412000;59.666664124000;4.923700000000
2016;300687;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;46.514816284000;55.061111450000;3.925000000000
2016;301438;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;42.216091156000;45.374713898000;2.641600000000
2016;301641;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;39.693023682000;44.630233765000;2.452900000000
2016;302;ENFERMAGEM;Educação Presencial;49.002941132000;51.239704132000;3.516000000000
2016;302525;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;37.186843872000;36.365791321000;1.405600000000
2016;303;MEDICINA;Educação Presencial;59.494338989000;67.986793518000;2.654900000000
2016;303410;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;49.722450256000;50.763263702000;3.565700000000
2016;303662;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;40.086666107000;44.243331909000;2.424900000000
2016;303930;ENFERMAGEM;Educação Presencial;40.745998383000;46.816001892000;2.763900000000
2016;304;ODONTOLOGIA;Educação Presencial;53.047824860000;61.436954498000;3.048700000000
2016;305223;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;40.593044281000;40.762607574000;2.047900000000
2016;305497;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;47.014286041000;51.865715027000;3.580400000000
2016;305838;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;40.099998474000;39.058696747000;1.833000000000
2016;306584;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;37.500000000000;43.093875885000;2.187300000000
2016;307202;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;38.765625000000;35.168750763000;1.333700000000
2016;307946;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;46.437469482000;47.934062958000;3.107400000000
2016;308665;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;38.593021393000;39.846511841000;1.861100000000
2016;309956;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;37.900001526000;43.180000305000;2.213600000000
2016;310080;ENFERMAGEM;Educação Presencial;47.599998474000;44.040000916000;2.695300000000
2016;310162;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;38.582176208000;39.747524261000;1.849400000000
2016;310981;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;48.579998016000;47.799999237000;3.180100000000
2016;310988;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;42.727584839000;39.662067413000;2.009800000000
2016;311300;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;48.125892639000;53.594642639000;3.823600000000
2016;311610;ENFERMAGEM;Educação Presencial;51.612499237000;50.158332825000;3.487200000000
2016;311717;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;42.753845215000;46.815383911000;2.828300000000
2016;312562;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;53.669231415000;56.056411743000;4.332600000000
2016;312585;ENFERMAGEM;Educação Presencial;47.823528290000;51.900001526000;3.547400000000
2016;3127;ODONTOLOGIA;Educação Presencial;55.865333557000;62.301334381000;3.247000000000
2016;3128;FARMÁCIA;Educação Presencial;55.232955933000;55.095455170000;3.167800000000
2016;312952;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;51.892726898000;60.334545135000;4.748500000000
2016;313092;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;52.297260284000;54.436985016000;4.091200000000
2016;3137;SERVIÇO SOCIAL;Educação Presencial;43.117443085000;60.630229950000;3.315100000000
2016;3138;ZOOTECNIA;Educação Presencial;49.816665649000;44.542591095000;3.066700000000
2016;3139;AGRONOMIA;Educação Presencial;50.940216064000;62.731521606000;3.097400000000
2016;3140;MEDICINA VETERINÁRIA;Educação Presencial;56.441070557000;59.773216248000;4.408600000000
2016;3148;MEDICINA;Educação Presencial;61.427906036000;71.039535522000;3.207200000000
2016;3151;AGRONOMIA;Educação Presencial;48.036956787000;58.052173615000;2.468200000000
2016;315605;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;52.500000000000;53.281482697000;3.967500000000
2016;3160;AGRONOMIA;Educação Presencial;50.949493408000;61.128284454000;2.921400000000
2016;3161;ODONTOLOGIA;Educação Presencial;57.538833618000;64.790290833000;3.567200000000
2016;3173;ODONTOLOGIA;Educação Presencial;57.589473724000;65.047370911000;3.595500000000
2016;3176;MEDICINA VETERINÁRIA;Educação Presencial;60.106121063000;58.191837311000;4.331500000000
2016;3177;ZOOTECNIA;Educação Presencial;47.209999084000;39.531665802000;2.469500000000
2016;318336;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;37.750000000000;35.625000000000;1.344100000000
2016;318429;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;47.412498474000;48.982498169000;3.267300000000
2016;318468;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;46.883075714000;45.206153870000;2.814000000000
2016;318511;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;36.994445801000;37.872222900000;1.569900000000
2016;318956;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;37.955883026000;41.855880737000;2.064600000000
2016;319;AGRONOMIA;Educação Presencial;51.849998474000;62.504165649000;3.108200000000
2016;319204;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;41.012500763000;45.970832825000;2.660300000000
2016;71475;ENFERMAGEM;Educação Presencial;40.469013214000;40.995773315000;2.129200000000
2016;71477;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;35.538181305000;42.110908508000;1.994400000000
2016;71589;FISIOTERAPIA;Educação Presencial;50.818519592000;44.144443512000;3.504500000000
2016;71597;FISIOTERAPIA;Educação Presencial;43.124137878000;33.286205292000;2.058800000000
2016;71599;FARMÁCIA;Educação Presencial;47.858821869000;54.121566772000;2.810800000000
2016;71689;MEDICINA;Educação Presencial;54.864284515000;62.582141876000;1.608800000000
2016;71859;MEDICINA;Educação Presencial;63.195453644000;66.962501526000;2.715400000000
2016;71869;FISIOTERAPIA;Educação Presencial;48.306251526000;31.995832443000;2.098800000000
2016;7195;ODONTOLOGIA;Educação Presencial;38.795734406000;46.445022583000;0.957400000000
2016;7196;FARMÁCIA;Educação Presencial;39.942104340000;41.885524750000;1.319600000000
2016;7210;MEDICINA VETERINÁRIA;Educação Presencial;46.119998932000;47.709999084000;2.345400000000
2016;72115;ENFERMAGEM;Educação Presencial;42.621051788000;38.931579590000;1.979500000000
2016;72142;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;47.163414001000;50.963413239000;3.483400000000
2016;72169;NUTRIÇÃO;Educação Presencial;53.241539001000;65.147689819000;4.080400000000
2016;72319;ENFERMAGEM;Educação Presencial;37.909477234000;41.609477997000;2.109400000000
2016;72321;FARMÁCIA;Educação Presencial;47.986206055000;55.612068176000;2.962800000000
2016;72324;FISIOTERAPIA;Educação Presencial;47.612499237000;46.950000763000;3.697600000000
2016;72329;NUTRIÇÃO;Educação Presencial;49.068889618000;53.200000763000;2.939400000000
2016;72379;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;43.672847748000;45.256290436000;2.687900000000
2016;72405;BIOMEDICINA;Educação Presencial;48.910812378000;46.651351929000;2.824500000000
2016;72407;ENFERMAGEM;Educação Presencial;44.750000000000;45.435295105000;2.749700000000
2016;72417;MEDICINA;Educação Presencial;58.792858124000;69.992858887000;2.906400000000
2016;72429;ENFERMAGEM;Educação Presencial;57.014999390000;50.959999084000;3.754400000000
2016;72459;FARMÁCIA;Educação Presencial;50.919998169000;62.748001099000;3.772900000000
2016;72540;ENFERMAGEM;Educação Presencial;47.972728729000;46.790908813000;3.003400000000
2016;72565;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;34.493751526000;35.462501526000;0.960800000000
2016;72567;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;29.866666794000;33.433334351000;0.532900000000
2016;72569;NUTRIÇÃO;Educação Presencial;43.940910339000;50.172725677000;2.514600000000
2016;72571;NUTRIÇÃO;Educação Presencial;25.671428680000;42.447620392000;1.257400000000
2016;72663;MEDICINA;Educação Presencial;55.136734009000;63.711223602000;1.788100000000
2016;72667;MEDICINA;Educação Presencial;59.416866302000;68.820480347000;2.771500000000
2016;72669;MEDICINA;Educação Presencial;61.727352142000;65.141029358000;2.368000000000
2016;72675;MEDICINA;Educação Presencial;52.176597595000;57.714893341000;0.750500000000
2016;72681;MEDICINA;Educação Presencial;55.900726318000;59.791305542000;1.262300000000
2016;7269;ODONTOLOGIA;Educação Presencial;61.057895660000;71.589477539000;4.401100000000
2016;72699;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;40.445453644000;37.454544067000;1.988000000000
2016;72712;BIOMEDICINA;Educação Presencial;52.728572845000;41.240001678000;2.358300000000
2016;72714;BIOMEDICINA;Educação Presencial;47.045001984000;35.345001221000;1.502300000000
2016;72763;ODONTOLOGIA;Educação Presencial;39.906364441000;50.752727509000;1.442100000000
2016;72767;MEDICINA;Educação Presencial;58.182205200000;60.599998474000;1.508600000000
2016;72769;ENFERMAGEM;Educação Presencial;39.293750763000;38.056251526000;1.773900000000
2016;72777;NUTRIÇÃO;Educação Presencial;45.306251526000;56.250000000000;3.069600000000
2016;7278;MEDICINA VETERINÁRIA;Educação Presencial;50.278182983000;47.709091187000;2.505500000000
2016;72846;BIOMEDICINA;Educação Presencial;49.588890076000;45.338890076000;2.702700000000
2016;72859;SERVIÇO SOCIAL;Educação Presencial;38.277778625000;46.633331299000;2.099300000000
2016;72915;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;40.970001221000;48.759998322000;2.938700000000
2016;72931;NUTRIÇÃO;Educação Presencial;46.505264282000;48.975437164000;2.499700000000
2016;72933;ENFERMAGEM;Educação Presencial;45.218967438000;51.834484100000;3.453100000000
2016;72935;FARMÁCIA;Educação Presencial;54.056755066000;58.932430267000;3.506100000000
2016;72945;FARMÁCIA;Educação Presencial;50.215385437000;53.719230652000;2.854200000000
2016;72997;ENFERMAGEM;Educação Presencial;51.166667938000;48.500000000000;3.294100000000
2016;73038;ODONTOLOGIA;Educação Presencial;50.256095886000;55.429267883000;2.324300000000
2016;73111;NUTRIÇÃO;Educação Presencial;47.583999634000;52.163997650000;2.803000000000
2016;73113;FARMÁCIA;Educação Presencial;;;
2016;73125;FISIOTERAPIA;Educação Presencial;;;
2016;73144;BIOMEDICINA;Educação Presencial;55.470767975000;45.436923981000;2.921600000000
2016;73163;FISIOTERAPIA;Educação Presencial;46.450000763000;41.928573608000;3.112300000000
2016;73184;FARMÁCIA;Educação Presencial;41.933334351000;54.861110687000;2.674600000000
2016;73206;SERVIÇO SOCIAL;Educação Presencial;;;
2016;73250;FISIOTERAPIA;Educação Presencial;43.403053284000;34.865650177000;2.239900000000
2016;73259;ENFERMAGEM;Educação Presencial;37.675159454000;41.466880798000;2.086200000000
2016;73262;FONOAUDIOLOGIA;Educação Presencial;46.687500000000;54.183334351000;2.088600000000
2016;73298;SERVIÇO SOCIAL;Educação Presencial;38.593101501000;51.651721954000;2.485700000000
2016;73352;BIOMEDICINA;Educação Presencial;43.250000000000;46.419998169000;2.598600000000
2016;73354;FISIOTERAPIA;Educação Presencial;48.293750763000;40.331249237000;3.003000000000
2016;104722;ENFERMAGEM;Educação Presencial;36.269165039000;34.659168243000;1.307500000000
2016;104746;BIOMEDICINA;Educação Presencial;50.419643402000;41.325000763000;2.286100000000
2016;1047524;ENFERMAGEM;Educação Presencial;32.395919800000;31.668706894000;0.856400000000
2016;1047526;FISIOTERAPIA;Educação Presencial;39.297115326000;33.034614563000;1.898600000000
2016;1047529;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;32.531204224000;37.554134369000;1.350200000000
2016;104808;ENFERMAGEM;Educação Presencial;49.857692719000;46.319229126000;3.015900000000
2016;1048120;BIOMEDICINA;Educação Presencial;41.310344696000;36.151725769000;1.389000000000
2016;1048168;SERVIÇO SOCIAL;Educação Presencial;35.566665649000;44.239997864000;1.825700000000
2016;1048208;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;32.787498474000;38.325000763000;1.279200000000
2016;104838;ENFERMAGEM;Educação Presencial;40.346031189000;37.003173828000;1.696000000000
2016;104846;FISIOTERAPIA;Educação Presencial;41.665626526000;40.471874237000;2.788000000000
2016;104851;FISIOTERAPIA;Educação Presencial;44.382759094000;35.493103027000;2.342100000000
2016;104884;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;37.804000854000;37.444000244000;1.103600000000
2016;1049656;ENFERMAGEM;Educação Presencial;52.644443512000;41.477779388000;2.589000000000
2016;1049896;FARMÁCIA;Educação Presencial;43.592105865000;42.755264282000;1.534700000000
2016;1050043;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;33.599998474000;41.104000092000;1.477100000000
2016;10501;SERVIÇO SOCIAL;Educação Presencial;35.359703064000;50.514923096000;2.287800000000
2016;1050233;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;45.166667938000;41.333335876000;2.104800000000
2016;1050263;ENFERMAGEM;Educação Presencial;36.285713196000;48.371429443000;2.781600000000
2016;10505;ENFERMAGEM;Educação Presencial;44.663951874000;38.286045074000;1.978600000000
2016;105068;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;36.754283905000;41.948570251000;2.025800000000
2016;105082;ENFERMAGEM;Educação Presencial;38.327270508000;39.890911102000;1.938700000000
2016;10516;FISIOTERAPIA;Educação Presencial;44.126667023000;34.042221069000;2.175700000000
2016;105172;FISIOTERAPIA;Educação Presencial;34.852630615000;28.236841202000;1.223600000000
2016;105174;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;35.176544189000;35.427162170000;1.215800000000
2016;105310;BIOMEDICINA;Educação Presencial;49.824001312000;42.695999146000;2.417300000000
2016;105312;ENFERMAGEM;Educação Presencial;37.930770874000;37.119232178000;1.627500000000
2016;1053152;FARMÁCIA;Educação Presencial;46.617389679000;48.469566345000;2.207300000000
2016;1053510;SERVIÇO SOCIAL;Educação Presencial;40.112819672000;41.853847504000;1.805900000000
2016;105416;BIOMEDICINA;Educação Presencial;42.133331299000;41.455554962000;2.007400000000
2016;105434;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;40.966175079000;48.692646027000;2.902900000000
2016;105454;BIOMEDICINA;Educação Presencial;58.724998474000;65.275001526000;4.649300000000
2016;105456;BIOMEDICINA;Educação Presencial;47.352382660000;44.365077972000;2.515400000000
2016;105458;BIOMEDICINA;Educação Presencial;62.192855835000;55.364284515000;4.262500000000
